C1,C2,C3,C4,C5,C6
0.106644732,0.079512688,0.436695747,0.151602058,0.073942804,0.151601971
0.113952968,0.088456195,0.410921854,0.153605398,0.079458268,0.153605317
0.083209137,0.057168918,0.528209543,0.137025069,0.057362374,0.137024959
0.083991931,0.060268289,0.523368573,0.136544993,0.059281317,0.136544896
0.085515187,0.063859297,0.529840038,0.130608497,0.059568571,0.130608409
0.098484012,0.073426901,0.476483365,0.142716145,0.066173533,0.142716044
0.1421444,0.106014332,0.246053279,0.191390578,0.123006911,0.1913905
0.143733397,0.091993616,0.165734797,0.22014516,0.158247911,0.220145119
0.118586624,0.097164426,0.40096739,0.152424341,0.078432974,0.152424245
0.13317793,0.115711968,0.348691523,0.157200286,0.088018093,0.157200199
0.117638939,0.087874489,0.393225043,0.159366826,0.082527984,0.15936672
0.115701618,0.085801647,0.38647445,0.163863763,0.084294867,0.163863655
0.109778841,0.080726733,0.416374515,0.158528799,0.076062437,0.158528674
0.109510075,0.090048712,0.444859338,0.14348736,0.068607251,0.143487263
0.125568277,0.079257814,0.310305487,0.200847977,0.083172673,0.200847773
0.124145832,0.089906226,0.331605217,0.178978142,0.096386564,0.17897802
0.13842431,0.112328979,0.296336439,0.173857104,0.10519615,0.173857018
0.122715391,0.092718335,0.355958093,0.169100513,0.090407271,0.169100397
0.129378177,0.100662923,0.336247489,0.170819694,0.092072134,0.170819582
0.107482347,0.081836766,0.438630727,0.150408227,0.071233833,0.150408099
0.147355218,0.100119437,0.293605119,0.187293974,0.084332424,0.187293829
0.119297937,0.100305997,0.408883173,0.147663332,0.076186323,0.147663239
0.149098088,0.134466497,0.275867367,0.16916825,0.102231628,0.16916817
0.12562642,0.104635936,0.37067838,0.157797229,0.083464903,0.157797132
0.128491218,0.0976039,0.314332659,0.178824514,0.10192329,0.178824419
0.131903922,0.09367546,0.253645595,0.200420168,0.119934788,0.200420067
0.108645775,0.083564988,0.441886342,0.150275762,0.065351504,0.150275629
0.141958438,0.130716909,0.298891219,0.161887142,0.104659211,0.16188708
0.105004026,0.081408127,0.462603105,0.141536364,0.067912118,0.14153626
0.143200389,0.128593804,0.307423588,0.16348207,0.093818164,0.163481986
0.12390986,0.090320981,0.293650944,0.190704721,0.110708873,0.190704621
0.112537534,0.090860541,0.428108159,0.147978619,0.072536646,0.147978501
0.137185218,0.123107561,0.320709273,0.161618068,0.095761893,0.161617986
0.127969415,0.106253525,0.345531538,0.165162643,0.089920348,0.165162531
0.137868149,0.100960292,0.319775242,0.175976573,0.089443304,0.17597644
0.139522942,0.116028346,0.303581956,0.172275327,0.09631621,0.172275219
0.150823191,0.131624484,0.272712335,0.171956977,0.100926135,0.171956879
0.152591023,0.140358264,0.269630625,0.166994936,0.103430286,0.166994866
0.12327215,0.101093812,0.351945894,0.165908796,0.091870639,0.165908709
0.132220672,0.115313783,0.333564141,0.160443186,0.098015095,0.160443124
0.148334738,0.133386208,0.290878666,0.164777817,0.097844832,0.164777739
0.126717778,0.101656728,0.331056173,0.171678576,0.097212233,0.171678512
0.133768239,0.113896647,0.31799414,0.16676167,0.100817695,0.166761608
0.136595943,0.112139629,0.300515395,0.172189691,0.106369709,0.172189634
0.140265053,0.119762667,0.29399301,0.169003457,0.107972409,0.169003403
0.117696899,0.093547699,0.372608506,0.164564186,0.0870186,0.164564109
0.121467715,0.101346385,0.369772413,0.158915461,0.089582636,0.15891539
0.171205825,0.102802572,0.188722305,0.212907723,0.111453949,0.212907627
0.114878129,0.080158408,0.353215163,0.183231869,0.085284694,0.183231738
0.12604129,0.103537426,0.36449654,0.159579885,0.08676506,0.1595798
0.112198812,0.089410556,0.41143849,0.153743982,0.079464256,0.153743903
0.079763452,0.055744432,0.545706468,0.130890011,0.057005726,0.130889911
0.125063133,0.103699118,0.361095836,0.159894296,0.090353389,0.159894227
0.124501193,0.093244633,0.305114013,0.185595336,0.105949546,0.185595279
0.079623675,0.057822956,0.569956868,0.120751543,0.051093515,0.120751443
0.095470303,0.069806084,0.486819435,0.14126221,0.065379861,0.141262106
0.139157251,0.111607297,0.304503859,0.175106106,0.094519494,0.175105993
0.112068184,0.082785208,0.384505206,0.170484924,0.079671663,0.170484816
0.144357163,0.130763621,0.296716825,0.164483859,0.099194755,0.164483777
0.165476778,0.106630419,0.189470696,0.205853849,0.126714472,0.205853786
0.119963176,0.094897445,0.383116297,0.158524146,0.084974882,0.158524055
0.143891769,0.121677146,0.294444087,0.171754541,0.096478009,0.171754448
0.137342362,0.110380827,0.299161333,0.176974546,0.099166469,0.176974463
0.159970965,0.132002817,0.211636694,0.186700097,0.122989418,0.186700009
0.162160127,0.141693775,0.225124691,0.177294816,0.116431847,0.177294745
0.148289429,0.114610368,0.183893511,0.194932303,0.163342126,0.194932263
0.148672458,0.114483381,0.182600772,0.195473685,0.163296059,0.195473646
0.147320616,0.111125124,0.176200683,0.197893365,0.16956688,0.197893331
0.162732935,0.130767207,0.24780815,0.179060686,0.100570432,0.179060591
0.132256889,0.103648388,0.342536065,0.169684848,0.082189086,0.169684723
0.147361979,0.106553683,0.154818924,0.20325763,0.184750173,0.20325761
0.153434107,0.136680154,0.259185294,0.172480419,0.105739682,0.172480344
0.152216966,0.113948164,0.278180283,0.180581082,0.094492519,0.180580986
0.117337957,0.073435066,0.075022916,0.173703888,0.38679619,0.173703983
0.136709732,0.09098693,0.112129398,0.201241291,0.257691317,0.201241332
0.136822417,0.11697928,0.321085273,0.165354928,0.094403254,0.165354847
0.162087902,0.134834621,0.255927739,0.175336414,0.096476998,0.175336326
0.147346591,0.103665311,0.278496356,0.188475537,0.093540794,0.188475411
0.151013912,0.114162102,0.283826139,0.179465149,0.092067667,0.179465031
0.143539017,0.10910745,0.1872023,0.196935655,0.166279953,0.196935624
0.1526998,0.114197063,0.18301628,0.198404734,0.153277439,0.198404684
0.047954909,0.032000251,0.022474341,0.058497477,0.780575492,0.05849753
0.054886015,0.038409207,0.02527436,0.063027941,0.75537448,0.063027998
0.16553283,0.076365888,0.085626824,0.252534224,0.167405913,0.252534322
0.138865313,0.108503161,0.284980182,0.178524351,0.110602711,0.178524282
0.130131022,0.105868992,0.326398999,0.168974898,0.099651259,0.16897483
0.113478449,0.06449194,0.055238511,0.166355278,0.434080407,0.166355415
0.154034644,0.118738382,0.19633788,0.189883705,0.151121726,0.189883664
0.146510344,0.107935302,0.19200474,0.198219645,0.157110372,0.198219598
0.125995535,0.075839297,0.066441898,0.180443832,0.370835473,0.180443964
0.158938139,0.127446815,0.192753525,0.191975655,0.136910281,0.191975585
0.143708446,0.103378909,0.158623559,0.205411369,0.183466367,0.205411351
0.146102108,0.109075985,0.15069017,0.208599155,0.176933386,0.208599196
0.127599065,0.094646657,0.311855683,0.180042978,0.105812727,0.18004289
0.127899059,0.091502834,0.302898502,0.186949836,0.103800044,0.186949724
0.142430472,0.108882634,0.222648481,0.193354693,0.139329089,0.19335463
0.14957122,0.116312328,0.176665278,0.193859093,0.169733018,0.193859062
0.149564651,0.116286361,0.176781286,0.193897449,0.169572837,0.193897417
0.150350673,0.114097825,0.163209015,0.197186529,0.177969455,0.197186504
0.140705914,0.095982352,0.160973432,0.211995179,0.178347972,0.211995151
0.144505637,0.102187782,0.141697384,0.203074514,0.20546017,0.203074512
0.143487682,0.102255719,0.140180902,0.201520416,0.211034862,0.201520419
0.138825468,0.094597485,0.136369277,0.206731472,0.216744818,0.20673148
0.134994278,0.092595778,0.167259722,0.208364686,0.188420866,0.20836467
0.146383465,0.104933863,0.151584928,0.203889022,0.189319718,0.203889005
0.078281779,0.04623426,0.038430905,0.118191871,0.600669187,0.118191998
0.128837307,0.074401263,0.095948412,0.241549386,0.2177141,0.241549532
0.155692182,0.105772004,0.204542724,0.218657313,0.096678584,0.218657193
0.151004047,0.106968253,0.242720126,0.209777306,0.079753094,0.209777174
0.221176576,0.143896932,0.14377868,0.205208366,0.080731227,0.20520822
0.235905585,0.171881662,0.142413238,0.185048314,0.079702994,0.185048208
0.332874625,0.2474581,0.056092365,0.140617536,0.082339808,0.140617567
0.384152088,0.224661304,0.050483173,0.13753303,0.065637371,0.137533034
0.420606388,0.18735722,0.049114828,0.139009163,0.064903236,0.139009165
0.317628445,0.222990839,0.079068819,0.154447657,0.071416624,0.154447616
0.299348233,0.162957088,0.095154091,0.182206111,0.078128437,0.182206041
0.26837305,0.15888315,0.110943387,0.188938291,0.083923917,0.188938205
0.245860531,0.152760139,0.127871418,0.190914658,0.091678681,0.190914574
0.234214262,0.159394245,0.141711048,0.186595942,0.091488646,0.186595856
0.151788821,0.107225812,0.252125198,0.197844153,0.093171976,0.197844041
0.14749564,0.6196517,0.036358861,0.073723648,0.049046495,0.073723655
0.143421742,0.634021839,0.034897714,0.070887293,0.045884115,0.070887298
0.154969563,0.59273526,0.03962778,0.07919579,0.054275808,0.079195799
0.145465981,0.629613897,0.034289217,0.071332968,0.04796496,0.071332977
0.146679215,0.619059803,0.036801479,0.074012602,0.049434293,0.074012609
0.152819339,0.617712615,0.033342976,0.072871591,0.050381874,0.072871605
0.216920645,0.43684308,0.059294397,0.111558169,0.063825559,0.11155815
0.220283689,0.420109406,0.062152434,0.11570721,0.066040072,0.115707189
0.20723582,0.45706081,0.056982008,0.107993549,0.062734279,0.107993534
0.20805833,0.467493422,0.053608621,0.105232479,0.060374684,0.105232465
0.213446663,0.449210807,0.05788357,0.108818065,0.061822849,0.108818047
0.205130682,0.502162508,0.045570801,0.095996157,0.055143703,0.095996149
0.171497603,0.490813807,0.062220449,0.102676155,0.070115832,0.102676154
0.171516621,0.488790003,0.066309581,0.103545022,0.066293763,0.10354501
0.177265528,0.465842871,0.071381752,0.108948326,0.067613215,0.108948308
0.180984044,0.452159699,0.074057061,0.112121822,0.068555574,0.1121218
0.182568234,0.446008921,0.07519527,0.113697735,0.068832129,0.113697712
0.182882218,0.447452989,0.073959269,0.113339953,0.06902564,0.11333993
0.211673684,0.436198564,0.05074777,0.109906178,0.081567595,0.109906209
0.162643977,0.578851174,0.043612858,0.080972623,0.05294674,0.080972628
0.148259267,0.620985576,0.035499292,0.073122084,0.04901169,0.073122092
0.147328547,0.609990319,0.039681304,0.076107764,0.050784298,0.076107769
0.141744671,0.631677662,0.039972736,0.071070522,0.044463889,0.07107052
0.176665347,0.447805451,0.076292928,0.112598913,0.07403846,0.112598901
0.16097086,0.541193212,0.05801465,0.091295943,0.0572294,0.091295934
0.146457566,0.615924409,0.041632153,0.074278746,0.047428378,0.074278747
0.15600777,0.569795646,0.049201209,0.085136125,0.054723127,0.085136123
0.151247357,0.600430987,0.04308408,0.077405152,0.050427269,0.077405155
0.196204035,0.509805324,0.04247166,0.093080027,0.065358904,0.09308005
0.158566124,0.561754514,0.044532728,0.086664414,0.061817794,0.086664426
0.180123815,0.468832096,0.059712173,0.10643897,0.078453962,0.106438984
0.171156271,0.520442729,0.052321322,0.094744703,0.066590262,0.094744713
0.16546107,0.516002474,0.064210569,0.096831657,0.060662585,0.096831644
0.184294928,0.544189317,0.03948771,0.086390609,0.059246808,0.086390628
0.133381034,0.652340879,0.037832529,0.067274854,0.041895852,0.067274852
0.127335067,0.674643353,0.034008011,0.062484661,0.039044247,0.062484661
0.173796171,0.514146614,0.047934383,0.096184776,0.071753259,0.096184797
0.17463201,0.467714461,0.070656882,0.108191519,0.070613619,0.108191509
0.14723409,0.612415421,0.042482591,0.075007623,0.047852651,0.075007623
0.173204207,0.120323254,0.124874623,0.201162338,0.17927324,0.201162339
0.1588393,0.138026363,0.252120348,0.171761378,0.107491296,0.171761315
0.178059248,0.13185021,0.092969819,0.189190795,0.218739028,0.189190901
0.124002825,0.084162674,0.094590363,0.182123601,0.332996841,0.182123696
0.148661463,0.109051355,0.172766151,0.199905071,0.169710924,0.199905036
0.166733881,0.10745953,0.089913982,0.189672423,0.256547653,0.18967253
0.186324769,0.109671285,0.080320465,0.190999271,0.241684835,0.190999376
0.131956647,0.076880666,0.071833182,0.183319886,0.352689584,0.183320036
0.096778782,0.05878116,0.042463613,0.118084656,0.565807025,0.118084764
0.075588126,0.047520239,0.035544897,0.095207596,0.650931453,0.095207689
0.105750021,0.056282589,0.055544792,0.178444732,0.425532908,0.178444959
0.074480733,0.04920504,0.035759793,0.090188759,0.660176835,0.09018884
0.027920105,0.017976395,0.013417875,0.037624337,0.865436909,0.037624378
0.141317806,0.100658395,0.086314829,0.189141848,0.293425108,0.189142015
0.123541679,0.081482769,0.065877158,0.174263407,0.38057138,0.174263608
0.074368781,0.048252101,0.036861079,0.102667199,0.635183517,0.102667323
0.125021567,0.079434756,0.067260284,0.181884996,0.364513188,0.18188521
0.0775342,0.048336321,0.038405775,0.109967983,0.615787602,0.109968119
0.149003115,0.100541792,0.105078377,0.222845266,0.199686007,0.222845443
0.147961385,0.096180038,0.107302592,0.229639966,0.189275871,0.229640147
0.148458965,0.103822231,0.110781196,0.212696576,0.21154431,0.212696721
0.12169438,0.073091322,0.06429255,0.196772992,0.347375505,0.196773251
0.122141971,0.069510287,0.065569087,0.210564016,0.321650333,0.210564307
0.056373894,0.036220628,0.0243966,0.069260093,0.744488618,0.069260166
0.144861292,0.135563444,0.284424048,0.163975993,0.107199283,0.16397594
0.140823391,0.102889636,0.300975637,0.180189033,0.094933353,0.180188949
0.149860899,0.106042614,0.274672586,0.188163306,0.09309739,0.188163205
0.116956705,0.088393471,0.373560251,0.167375657,0.086338341,0.167375574
0.131509959,0.11106394,0.330074178,0.16385295,0.099646082,0.163852891
0.137621702,0.082538134,0.281838252,0.205338854,0.087324379,0.205338679
0.113041541,0.093702958,0.423188644,0.145917296,0.078232359,0.145917202
0.08776321,0.06305333,0.528468515,0.132035782,0.056643487,0.132035676
0.105461587,0.08580782,0.454003605,0.141172872,0.072381338,0.141172778
0.128064281,0.109215134,0.37442645,0.153487754,0.081318719,0.153487662
0.154763839,0.138637548,0.26670821,0.170370654,0.099149179,0.170370569
0.150709421,0.125396645,0.263883529,0.177755177,0.10450014,0.177755089
0.170115442,0.124556699,0.223501148,0.189203151,0.103420518,0.189203042
0.111366513,0.078991047,0.423659731,0.158815853,0.068351157,0.1588157
0.137493438,0.084037465,0.270036797,0.214105056,0.08022236,0.214104884
0.150566625,0.126698665,0.269126645,0.177272972,0.09906222,0.177272874
0.141726902,0.113509255,0.294896559,0.176657858,0.096551666,0.176657761
0.126219489,0.089452836,0.331918033,0.184074691,0.084260426,0.184074525
0.151716944,0.126333328,0.2408105,0.183450841,0.114237583,0.183450804
0.135789447,0.071741526,0.077710232,0.224221038,0.266316526,0.224221231
0.144887797,0.10250301,0.149721126,0.209084604,0.184718791,0.209084672
0.159693027,0.106163629,0.118916567,0.201326291,0.21257416,0.201326327
0.176004206,0.132531245,0.123557054,0.19043181,0.187043831,0.190431854
0.17357712,0.126630639,0.121307783,0.194431036,0.189622337,0.194431085
0.167886993,0.111603071,0.108231748,0.201583156,0.209111803,0.201583228
0.168926317,0.116700706,0.11649372,0.200653075,0.196573049,0.200653133
0.229724801,0.143227805,0.141159701,0.203885215,0.078117427,0.20388505
0.166743544,0.098317869,0.092904632,0.206724346,0.228585187,0.206724423
0.139398736,0.081336843,0.182075453,0.238311487,0.120565982,0.238311498
0.158861956,0.116247975,0.102755268,0.178280928,0.265572874,0.178280999
0.130962578,0.082344589,0.064078457,0.194521937,0.333570251,0.194522189
0.15422099,0.109409058,0.093891779,0.205864373,0.230749256,0.205864545
0.153981171,0.105926509,0.096563944,0.211644907,0.220238387,0.211645082
0.124957732,0.074259676,0.054895292,0.164854403,0.416178308,0.164854589
0.155762841,0.119379307,0.186140879,0.210074959,0.118567046,0.210074969
0.151086596,0.115998879,0.259431917,0.18121729,0.111048077,0.181217241
0.105067945,0.08069167,0.444763473,0.148652358,0.072172287,0.148652267
0.176600563,0.096536841,0.128857164,0.227179647,0.143646167,0.227179617
0.114984057,0.077919054,0.417801943,0.163400559,0.062494009,0.163400377
0.14679689,0.130194826,0.28577625,0.169171182,0.098889753,0.169171098
0.140524332,0.112775157,0.310780366,0.169543201,0.096833828,0.169543116
0.170750786,0.10609501,0.21744792,0.211534833,0.082636823,0.211534629
0.131639163,0.10884699,0.31867105,0.168260355,0.104322143,0.1682603
0.135769296,0.115679211,0.306053763,0.167466487,0.107564809,0.167466435
0.153693371,0.110701406,0.23360812,0.195702779,0.110591643,0.19570268
0.135501506,0.104141208,0.297923719,0.181851743,0.098730191,0.181851633
0.147057527,0.081283607,0.100729516,0.230812036,0.209305165,0.230812149
0.187119954,0.111883027,0.065507657,0.182558587,0.270372051,0.182558723
0.169340186,0.104529782,0.078739556,0.193049216,0.261291911,0.193049349
0.069702161,0.042999419,0.029750603,0.089442068,0.678663579,0.08944217
0.172061846,0.08894258,0.08262979,0.221611349,0.213142988,0.221611448
0.200325271,0.136085174,0.116589452,0.189335178,0.168329719,0.189335206
0.046926893,0.029494043,0.023448702,0.067966998,0.764196282,0.067967081
0.152397194,0.117394466,0.113449169,0.193903649,0.228951765,0.193903758
0.141169422,0.085691729,0.119631751,0.251754418,0.149998134,0.251754546
0.104325181,0.068268078,0.403802077,0.176752072,0.07010068,0.176751912
0.124714361,0.106014273,0.369432185,0.15678094,0.086277395,0.156780845
0.13534587,0.110812228,0.340327879,0.161950991,0.089612132,0.161950899
0.1302316,0.105545884,0.353133097,0.165584917,0.079919704,0.165584798
0.132757967,0.114240304,0.33983734,0.16058475,0.091994955,0.160584683
0.116274728,0.075780888,0.33119156,0.192725386,0.091302151,0.192725287
0.133734579,0.088235665,0.140345756,0.218992967,0.19969805,0.218992983
0.158529658,0.090300688,0.086062834,0.194430521,0.276245668,0.194430632
0.154114762,0.113006129,0.102396434,0.204159137,0.22216425,0.204159288
0.151005566,0.120484098,0.184079434,0.19458384,0.155263202,0.194583859
0.162695513,0.113213995,0.11432202,0.202674914,0.204418558,0.202675001
0.116268282,0.090463322,0.382899105,0.161893285,0.086582792,0.161893215
0.122052301,0.098763687,0.3649128,0.161477263,0.091316753,0.161477197
0.126113907,0.097679171,0.378996616,0.161059408,0.075091605,0.161059293
0.122781602,0.096574399,0.367211168,0.164348463,0.084735985,0.164348384
0.169455462,0.125172083,0.220918511,0.187751349,0.108951329,0.187751266
0.142712772,0.121184846,0.291076887,0.17140727,0.102211028,0.171407197
0.1863857,0.125851152,0.109066521,0.192192049,0.194312473,0.192192106
0.155648286,0.086789556,0.071570436,0.191205076,0.303581418,0.191205227
0.183783556,0.112044056,0.107052063,0.206752535,0.183615185,0.206752604
0.053920003,0.033768253,0.026672071,0.074377951,0.73688369,0.074378031
0.177883951,0.111274975,0.128628348,0.21021851,0.161775675,0.210218541
0.149891921,0.110238782,0.23022115,0.200432761,0.108782722,0.200432664
0.126495207,0.080823582,0.196608894,0.242779845,0.110512664,0.242779809
0.153209825,0.102470567,0.175435177,0.224347653,0.120189203,0.224347575
0.193376543,0.118650116,0.090872727,0.196525102,0.204050328,0.196525183
0.139999251,0.112710256,0.252949897,0.186191157,0.121958321,0.186191119
0.163126073,0.121181172,0.11692995,0.213001661,0.172759355,0.213001788
0.161999662,0.124068441,0.120949284,0.207203026,0.178576449,0.207203138
0.123813818,0.099772104,0.391646607,0.153331962,0.078103642,0.153331867
0.164703285,0.116871142,0.175943982,0.19698905,0.148503534,0.196989007
0.154914941,0.113588676,0.086328087,0.177073971,0.29102025,0.177074075
0.175312534,0.129733941,0.144778129,0.200512732,0.149149907,0.200512757
0.162455991,0.10706981,0.094601271,0.190969296,0.253934256,0.190969376
0.189659623,0.160950305,0.133782081,0.191197301,0.133213366,0.191197325
0.146665987,0.100783305,0.116088311,0.216892549,0.202677143,0.216892705
0.14623837,0.097927532,0.11929037,0.221227525,0.194088523,0.22122768
0.149008823,0.113975935,0.143032891,0.198504045,0.19697419,0.198504117
0.15515326,0.125590541,0.16079011,0.195505142,0.167455755,0.195505192
0.112955092,0.073770282,0.052732282,0.14535305,0.469836091,0.145353204
0.154952782,0.124018425,0.1633466,0.196443564,0.164795017,0.196443612
0.171296068,0.098025994,0.208185713,0.221917765,0.078656917,0.221917542
0.146453757,0.095073436,0.074591759,0.183180087,0.317520775,0.183180186
0.089963925,0.050436711,0.043316492,0.149101541,0.51807956,0.149101771
0.08877674,0.051970547,0.042609787,0.140036217,0.536570286,0.140036422
0.174111385,0.121542406,0.159429009,0.202853417,0.139210386,0.202853396
0.111836519,0.066040854,0.091042594,0.215125342,0.300829206,0.215125485
0.1305214,0.091549256,0.070671095,0.169829021,0.367600042,0.169829187
0.068719829,0.041080722,0.035952893,0.108348358,0.637549713,0.108348485
0.135552774,0.08826101,0.122024073,0.223242883,0.207676314,0.223242947
0.146702396,0.108923308,0.103475695,0.19492047,0.251057532,0.194920599
0.103129641,0.060460069,0.045135296,0.129375305,0.532524252,0.129375436
0.152748609,0.108221862,0.091118542,0.200037403,0.247836028,0.200037555
0.070351493,0.049598266,0.032988067,0.081482924,0.684096251,0.081482999
0.076364165,0.046070067,0.034739183,0.107041036,0.628744382,0.107041167
0.178512912,0.105682251,0.111781018,0.208911476,0.18620081,0.208911534
0.118119454,0.076909793,0.073093286,0.182886945,0.36610338,0.182887142
0.141536888,0.10480616,0.326429312,0.172711885,0.081804,0.172711754
0.131886077,0.0842363,0.084338461,0.210262425,0.279014075,0.210262661
0.136937747,0.090135999,0.131366706,0.224977609,0.191604264,0.224977675
0.124943085,0.080662929,0.076090072,0.189031732,0.340240247,0.189031935
0.103065693,0.066736983,0.053663536,0.147252194,0.482029226,0.147252368
0.154899667,0.124006553,0.197631609,0.194942013,0.133578138,0.194942021
0.158995067,0.132357385,0.224838274,0.18427058,0.115268203,0.184270491
0.13688172,0.088448901,0.094672017,0.218021923,0.243953291,0.218022147
0.130991586,0.080475483,0.080847313,0.215096466,0.277492424,0.215096728
0.131585309,0.078439153,0.08332519,0.223180692,0.260288691,0.223180964
0.100732762,0.059878648,0.053904906,0.161840501,0.461802478,0.161840705
0.108416722,0.0638011,0.063126057,0.185605063,0.393445772,0.185605286
0.109212941,0.061035319,0.056290993,0.191044238,0.391371993,0.191044516
0.220250637,0.24425363,0.091388498,0.167010842,0.110085537,0.167010856
0.168889157,0.139451097,0.21303442,0.19261559,0.093394235,0.192615502
0.106745661,0.065355019,0.058409137,0.16473807,0.440013844,0.164738267
0.152509667,0.119320628,0.138655762,0.195078565,0.199356738,0.19507864
0.152749026,0.121253238,0.144177341,0.194579639,0.192661051,0.194579705
0.150963457,0.116649446,0.139519204,0.197075794,0.198716229,0.197075871
0.161399849,0.120266955,0.117496931,0.209632586,0.181570968,0.20963271
0.127959936,0.084675726,0.076168683,0.187464613,0.336266237,0.187464805
0.126344289,0.081873121,0.077203976,0.191981725,0.330614972,0.191981918
0.138347327,0.104528456,0.30682714,0.177730548,0.094836066,0.177730463
0.159298223,0.113138568,0.18282236,0.206555006,0.131630826,0.206555016
0.185122721,0.134275686,0.0989618,0.189529069,0.202581562,0.189529161
0.126558071,0.080942234,0.085537312,0.201478283,0.304005648,0.201478452
0.138314157,0.083953278,0.07764955,0.21395797,0.272166831,0.213958214
0.138322138,0.087905711,0.075466163,0.203337566,0.291630627,0.203337794
0.126638733,0.084016192,0.063036959,0.164760268,0.396787399,0.164760449
0.124237558,0.079621377,0.065742426,0.168618672,0.393161126,0.168618842
0.150914612,0.113776831,0.120443027,0.202267301,0.210330819,0.202267411
0.152769811,0.106228788,0.108751095,0.213512176,0.205225803,0.213512327
0.152918733,0.109131645,0.106716564,0.209330947,0.212571014,0.209331096
0.142580043,0.126219364,0.29927678,0.166929382,0.098065114,0.166929317
0.145909538,0.09466566,0.119672347,0.211327474,0.217097427,0.211327554
0.145834941,0.103384155,0.098977626,0.203135976,0.245531166,0.203136136
0.135420749,0.089129321,0.076000168,0.192443342,0.314562888,0.192443532
0.163056345,0.115810291,0.118240069,0.199794749,0.203303732,0.199794814
0.146405977,0.107926798,0.150388774,0.208789713,0.177698952,0.208789787
0.144213854,0.100158742,0.079141789,0.181730854,0.313023747,0.181731014
0.170406858,0.127326709,0.127104861,0.201118594,0.172924373,0.201118605
0.16262913,0.116259375,0.118518318,0.212101384,0.178390292,0.212101502
0.16013766,0.112091967,0.108239324,0.211450025,0.196630862,0.211450163
0.158957691,0.106857853,0.108106459,0.215533924,0.195010008,0.215534066
0.159649016,0.127399701,0.119374447,0.193904886,0.205766965,0.193904985
0.159732852,0.125729277,0.120757518,0.19562361,0.202533033,0.195623709
0.152081095,0.113375161,0.124528894,0.200028323,0.209958112,0.200028415
0.159025203,0.1168234,0.101055033,0.189700346,0.243695574,0.189700444
0.154568379,0.114959338,0.099759187,0.191125389,0.248462194,0.191125513
0.155795927,0.114571519,0.112358681,0.200908977,0.215455801,0.200909094
0.159585325,0.146216639,0.248883114,0.170922987,0.103469009,0.170922925
0.163114835,0.117181213,0.142641553,0.20917568,0.158711022,0.209175697
0.16467197,0.121217606,0.12473033,0.205922075,0.177535854,0.205922165
0.164510644,0.118714074,0.126757224,0.208398048,0.173221874,0.208398137
0.159084892,0.12022344,0.10819177,0.190916113,0.230667574,0.190916212
0.163061634,0.131876209,0.125769366,0.193840093,0.191612527,0.193840172
0.163040023,0.132872779,0.125064734,0.192945098,0.193132189,0.192945177
0.162619789,0.126782638,0.123265477,0.189091387,0.20914926,0.18909145
0.160637127,0.126429714,0.132866892,0.195164847,0.189736508,0.195164913
0.169338411,0.142168987,0.152247975,0.188647743,0.158949142,0.188647742
0.159694513,0.133646186,0.161359995,0.191952723,0.16139382,0.191952762
0.165803899,0.132111792,0.124776678,0.188315651,0.200676268,0.188315712
0.169185196,0.135729149,0.126759247,0.185679545,0.196967268,0.185679595
0.167572435,0.135755316,0.133975199,0.187304066,0.188088874,0.18730411
0.169118629,0.13730822,0.14403265,0.188142981,0.173254511,0.18814301
0.160171717,0.139153981,0.181398899,0.186365122,0.146545146,0.186365135
0.159935459,0.137954092,0.183446308,0.186775453,0.145113224,0.186775464
